fir_narrative,district,police_station,crime_location_type,date_of_crime,time_of_crime,day_of_week,season,reported_by,victim_gender,victim_age,accused_gender,accused_age,weapon_used,vehicle_involved,num_accused,relationship,ipc_section,crime_category,FIR_Quality_Score,Completeness,Consistency,Relevance
The victim’s vehicle was broken into and items were stolen.,Sawai Madhopur,Station A,school,2024-06-26,09:41:13,Wednesday,Summer,Eyewitness,Female,48,Other,55,stick,bike,4,Acquaintance,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
Unknown suspects broke into a highway and stole valuables.,Hanumangarh,Station B,highway,2025-05-19,20:01:59,Monday,Winter,Victim,Female,47,Female,55,knife,car,3,Friend,IPC 379 (Theft),Theft,0.87,0.0,0.0,0.8696705102920532
The victim was attacked and killed using a bare hands at a market.,Sikar,Station B,market,2024-11-17,02:21:27,Sunday,Summer,Eyewitness,Male,27,Male,33,bare hands,car,4,Stranger,IPC 302 (Murder),Murder,1.2,0.0,0.0,1.2031749486923218
Eyewitnesses reported a fatal altercation involving a stick near the school.,Dholpur,Station C,school,2024-10-23,15:11:04,Wednesday,Winter,Victim,Female,38,Other,39,stick,scooter,1,Neighbor,IPC 302 (Murder),Murder,0.78,0.0,0.0,0.7816475629806519
The victim was attacked and killed using a stick at a bus stop.,Dholpur,Station A,bus stop,2024-07-18,12:39:27,Thursday,Monsoon,Victim,Male,50,Female,34,stick,bike,2,Stranger,IPC 302 (Murder),Murder,1.2,0.0,0.0,1.199534922838211
The victim was abducted and raped in a moving vehicle by unknown individuals.,Pratapgarh,Station B,market,2024-12-22,17:33:21,Sunday,Monsoon,Victim,Other,14,Female,33,bare hands,scooter,4,Acquaintance,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
Unknown suspects broke into a park and stole valuables.,Chittorgarh,Station C,park,2025-02-16,10:15:19,Sunday,Spring,Relative,Other,13,Other,32,gun,scooter,5,Acquaintance,IPC 379 (Theft),Theft,1.03,0.0,0.0,1.0262937247753143
The accused forcibly entered the victim’s home and committed the crime.,Dholpur,Station A,highway,2025-01-20,12:07:46,Monday,Summer,Victim,Other,62,Female,58,knife,car,5,Friend,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
The victim was robbed at gunpoint while returning home from work.,Jodhpur,Station A,school,2025-03-01,14:42:49,Saturday,Monsoon,Victim,Male,36,Female,29,gun,bike,4,Relative,IPC 392 (Robbery),Robbery,1.2,0.0,0.0,1.2045089900493622
"An armed robbery took place at a school, threatening the occupants.",Deeg,Station C,school,2025-05-29,16:34:16,Thursday,Monsoon,Victim,Female,27,Male,42,knife,auto,3,Stranger,IPC 392 (Robbery),Robbery,1.15,0.0,0.0,1.1535313725471497
Jewelry and cash were stolen from a school during daytime.,Didwana-Kuchaman,Station A,school,2024-06-18,21:20:04,Tuesday,Spring,Relative,Male,10,Female,28,stick,auto,3,Friend,IPC 379 (Theft),Theft,0.86,0.0,0.0,0.8596814274787903
The victim was robbed at gunpoint while returning home from work.,Jodhpur,Station B,residential area,2024-08-31,11:35:20,Saturday,Spring,Victim,Male,37,Female,46,stick,bike,3,Friend,IPC 392 (Robbery),Robbery,1.2,0.0,0.0,1.2045089900493622
The accused physically assaulted the victim using a bare hands at a residential area.,Phalodi,Station A,residential area,2024-10-27,16:25:18,Sunday,Summer,Relative,Female,72,Male,69,bare hands,car,3,Neighbor,IPC 323 (Assault),Assault,0.88,0.0,0.0,0.8818514943122864
The accused forcibly entered the victim’s home and committed the crime.,Sawai Madhopur,Station B,highway,2024-06-11,14:40:42,Tuesday,Winter,Police,Male,76,Female,43,bare hands,car,4,Friend,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
The accused forcefully snatched the victim's belongings and fled on a bike.,Jalore,Station A,school,2024-05-29,07:16:10,Wednesday,Monsoon,Eyewitness,Other,47,Other,44,knife,bike,4,Neighbor,IPC 392 (Robbery),Robbery,0.77,0.0,0.0,0.7719154357910156
The accused forcefully snatched the victim's belongings and fled on a auto.,Jalore,Station A,highway,2024-11-15,19:58:33,Friday,Spring,Police,Male,30,Male,42,stick,auto,4,Neighbor,IPC 392 (Robbery),Robbery,0.85,0.0,0.0,0.8491199612617493
Eyewitnesses reported a fatal altercation involving a bare hands near the market.,Pratapgarh,Station C,market,2024-10-12,03:28:32,Saturday,Summer,Police,Female,77,Male,45,bare hands,bike,2,Relative,IPC 302 (Murder),Murder,0.97,0.0,0.0,0.9717375040054321
Pickpocketing occurred in a crowded residential area.,Sri Ganganagar,Station C,residential area,2025-04-21,02:57:38,Monday,Winter,Police,Other,57,Other,28,gun,bike,5,Acquaintance,IPC 379 (Theft),Theft,0.91,0.0,0.0,0.9088332653045654
"A violent brawl broke out at a school, leading to serious injuries.",Jalore,Station A,school,2024-07-05,13:05:05,Friday,Winter,Police,Other,21,Other,45,gun,scooter,5,Friend,IPC 323 (Assault),Assault,0.8,0.0,0.0,0.7969265878200531
"A heated argument turned violent at the bus stop, injuring one person.",Sri Ganganagar,Station C,bus stop,2025-01-19,14:00:41,Sunday,Spring,Relative,Other,58,Female,22,stick,car,4,Acquaintance,IPC 323 (Assault),Assault,0.73,0.0,0.0,0.7315022796392441
"A heated argument turned violent at the residential area, injuring one person.",Alwar,Station C,residential area,2025-03-09,12:47:31,Sunday,Monsoon,Victim,Male,41,Male,47,gun,bike,3,Stranger,IPC 323 (Assault),Assault,0.92,0.0,0.0,0.9247208833694458
A gang of masked robbers looted a store at a bus stop.,Karauli,Station A,bus stop,2025-03-12,17:33:35,Wednesday,Summer,Eyewitness,Other,76,Male,22,knife,bike,1,Acquaintance,IPC 392 (Robbery),Robbery,1.05,0.0,0.0,1.0456640124320984
Robbers stormed a house and made away with cash and gold.,Dausa,Station A,park,2024-07-08,17:23:48,Monday,Summer,Eyewitness,Male,50,Other,16,bare hands,bike,4,Stranger,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
A rape case was registered involving a Relative in an isolated residential area.,Bundi,Station B,residential area,2025-05-15,01:38:42,Thursday,Summer,Relative,Male,62,Other,41,bare hands,car,5,Relative,IPC 376 (Rape),Rape,1.48,0.0,0.0,1.4788570404052734
The victim was abducted and raped in a moving vehicle by unknown individuals.,Didwana-Kuchaman,Station C,residential area,2024-10-04,10:13:30,Friday,Spring,Relative,Male,40,Female,39,knife,car,3,Friend,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
The accused physically assaulted the victim using a knife at a market.,Dausa,Station C,market,2025-04-19,11:50:06,Saturday,Winter,Victim,Other,68,Female,24,knife,scooter,4,Friend,IPC 323 (Assault),Assault,0.82,0.0,0.0,0.8213295936584473
A rape case was registered involving a Relative in an isolated highway.,Balotra,Station A,highway,2024-11-20,07:43:00,Wednesday,Winter,Eyewitness,Female,22,Other,28,gun,car,3,Relative,IPC 376 (Rape),Rape,1.36,0.0,0.0,1.3635295629501343
Unknown suspects broke into a school and stole valuables.,Khairthal-Tijara,Station C,school,2024-06-10,23:52:21,Monday,Winter,Eyewitness,Male,65,Female,19,bare hands,bike,1,Friend,IPC 379 (Theft),Theft,0.89,0.0,0.0,0.8891729414463043
Police received a report of assault involving two individuals at a bus stop.,Bundi,Station C,bus stop,2024-11-29,22:18:02,Friday,Summer,Police,Female,29,Other,17,gun,car,4,Stranger,IPC 323 (Assault),Assault,0.92,0.0,0.0,0.9182856380939484
Unknown suspects broke into a residential area and stole valuables.,Dholpur,Station C,residential area,2025-04-11,23:09:42,Friday,Winter,Victim,Male,49,Male,45,gun,bike,4,Stranger,IPC 379 (Theft),Theft,1.14,0.0,0.0,1.1382177472114563
The accused forcibly entered the victim’s home and committed the crime.,Chittorgarh,Station A,highway,2024-12-21,17:49:12,Saturday,Winter,Police,Other,64,Male,28,gun,bike,5,Friend,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
A rape case was registered involving a Neighbor in an isolated park.,Sawai Madhopur,Station A,park,2024-12-09,05:21:04,Monday,Winter,Relative,Other,22,Other,60,stick,scooter,1,Neighbor,IPC 376 (Rape),Rape,1.35,0.0,0.0,1.3471648693084717
Pickpocketing occurred in a crowded school.,Sirohi,Station C,school,2024-07-18,12:59:42,Thursday,Spring,Relative,Female,14,Female,26,gun,scooter,5,Relative,IPC 379 (Theft),Theft,0.71,0.0,0.0,0.707983061671257
The victim was abducted and raped in a moving vehicle by unknown individuals.,Sawai Madhopur,Station B,school,2025-03-05,09:38:43,Wednesday,Spring,Victim,Other,16,Female,39,knife,auto,3,Acquaintance,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
Police received a report of assault involving two individuals at a highway.,Bikaner,Station C,highway,2025-02-15,02:28:24,Saturday,Spring,Police,Male,19,Female,69,stick,scooter,1,Neighbor,IPC 323 (Assault),Assault,1.0,0.0,0.0,1.0014241933822632
Jewelry and cash were stolen from a school during daytime.,Banswara,Station A,school,2024-06-02,22:37:48,Sunday,Spring,Victim,Other,71,Other,35,stick,scooter,2,Stranger,IPC 379 (Theft),Theft,0.86,0.0,0.0,0.8596814274787903
The victim was robbed at gunpoint while returning home from work.,Baran,Station B,highway,2025-01-10,10:05:16,Friday,Spring,Victim,Other,12,Other,36,gun,bike,1,Neighbor,IPC 392 (Robbery),Robbery,1.2,0.0,0.0,1.2045089900493622
Jewelry and cash were stolen from a park during daytime.,Jaisalmer,Station C,park,2025-05-17,12:34:15,Saturday,Spring,Victim,Male,28,Male,26,bare hands,scooter,4,Friend,IPC 379 (Theft),Theft,1.81,0.8,0.0,1.009999394416809
The accused forcibly entered the victim’s home and committed the crime.,Baran,Station B,park,2025-04-05,05:54:34,Saturday,Summer,Victim,Other,74,Female,70,stick,car,4,Acquaintance,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
The accused used a bare hands to fatally wound the victim at their residence.,Sirohi,Station C,residential area,2025-04-12,09:31:25,Saturday,Summer,Victim,Other,59,Male,63,bare hands,car,4,Stranger,IPC 302 (Murder),Murder,0.99,0.0,0.0,0.9882590174674988
Pickpocketing occurred in a crowded bus stop.,Tonk,Station B,bus stop,2025-04-18,18:29:41,Friday,Summer,Police,Other,35,Other,62,bare hands,scooter,3,Relative,IPC 379 (Theft),Theft,0.76,0.0,0.0,0.762970894575119
The accused used a stick to fatally wound the victim at their residence.,Udaipur,Station B,school,2024-08-23,05:17:23,Friday,Monsoon,Relative,Other,27,Other,61,stick,auto,4,Stranger,IPC 302 (Murder),Murder,1.08,0.0,0.0,1.080114483833313
"A violent brawl broke out at a residential area, leading to serious injuries.",Jhalawar,Station B,residential area,2024-07-07,20:37:47,Sunday,Spring,Police,Male,62,Other,46,knife,car,4,Relative,IPC 323 (Assault),Assault,1.02,0.0,0.0,1.0218038856983185
"A heated argument turned violent at the park, injuring one person.",Sikar,Station C,park,2024-10-02,15:34:14,Wednesday,Summer,Eyewitness,Female,32,Female,64,bare hands,car,4,Relative,IPC 323 (Assault),Assault,0.78,0.0,0.0,0.7775819599628448
Jewelry and cash were stolen from a park during daytime.,Nagaur,Station C,park,2024-09-21,01:21:17,Saturday,Monsoon,Relative,Female,43,Female,68,knife,auto,3,Neighbor,IPC 379 (Theft),Theft,1.81,0.8,0.0,1.009999394416809
"An armed robbery took place at a residential area, threatening the occupants.",Salumbar,Station C,residential area,2025-03-18,04:45:17,Tuesday,Spring,Relative,Female,17,Male,36,bare hands,bike,1,Stranger,IPC 392 (Robbery),Robbery,1.47,0.0,0.0,1.473210722208023
A rape case was registered involving a Stranger in an isolated school.,Tonk,Station B,school,2025-03-18,09:26:15,Tuesday,Winter,Police,Male,77,Female,42,stick,auto,3,Stranger,IPC 376 (Rape),Rape,1.36,0.0,0.0,1.3631448447704315
Robbers stormed a house and made away with cash and gold.,Hanumangarh,Station C,market,2025-01-21,02:49:02,Tuesday,Spring,Eyewitness,Male,39,Other,26,knife,car,1,Acquaintance,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
Robbers stormed a house and made away with cash and gold.,Jaisalmer,Station B,residential area,2025-04-23,00:52:48,Wednesday,Monsoon,Police,Other,36,Other,68,bare hands,bike,5,Relative,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
Police received a report of assault involving two individuals at a school.,Balotra,Station B,school,2024-12-01,16:11:44,Sunday,Summer,Eyewitness,Other,80,Female,61,bare hands,bike,3,Acquaintance,IPC 323 (Assault),Assault,0.97,0.0,0.0,0.974236249923706
The accused forcefully snatched the victim's belongings and fled on a scooter.,Baran,Station B,park,2025-03-31,04:58:22,Monday,Summer,Victim,Male,49,Male,20,stick,scooter,2,Acquaintance,IPC 392 (Robbery),Robbery,0.74,0.0,0.0,0.7399566471576691
"A heated argument turned violent at the park, injuring one person.",Bikaner,Station C,park,2024-12-14,16:59:01,Saturday,Summer,Victim,Other,13,Male,46,gun,auto,1,Stranger,IPC 323 (Assault),Assault,0.78,0.0,0.0,0.7775819599628448
A theft was reported where items were stolen from a park.,Ajmer,Station B,park,2024-08-25,19:27:03,Sunday,Monsoon,Relative,Other,27,Male,50,stick,bike,1,Neighbor,IPC 379 (Theft),Theft,1.37,0.0,0.0,1.3701566755771637
"A violent brawl broke out at a market, leading to serious injuries.",Rajsamand,Station A,market,2024-10-17,14:55:37,Thursday,Spring,Police,Female,73,Female,26,knife,car,1,Relative,IPC 323 (Assault),Assault,0.79,0.0,0.0,0.79172283411026
"A heated argument turned violent at the highway, injuring one person.",Phalodi,Station B,highway,2024-05-29,23:37:05,Wednesday,Winter,Victim,Male,52,Other,48,bare hands,car,4,Acquaintance,IPC 323 (Assault),Assault,0.8,0.0,0.0,0.7952787280082703
The victim was abducted and raped in a moving vehicle by unknown individuals.,Sirohi,Station C,park,2025-05-04,05:23:51,Sunday,Spring,Relative,Female,57,Other,33,stick,car,5,Stranger,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
A rape case was registered involving a Acquaintance in an isolated residential area.,Hanumangarh,Station A,residential area,2024-08-16,14:58:16,Friday,Monsoon,Relative,Female,45,Male,63,gun,scooter,4,Acquaintance,IPC 376 (Rape),Rape,2.25,0.8,0.0,1.4542447328567505
An incident of rape was reported where the accused lured the victim to a bus stop.,Rajsamand,Station A,bus stop,2024-10-20,19:10:58,Sunday,Monsoon,Relative,Other,50,Other,43,gun,scooter,1,Relative,IPC 376 (Rape),Rape,1.15,0.0,0.0,1.1478746831417084
The victim was robbed at gunpoint while returning home from work.,Bikaner,Station C,residential area,2024-07-29,04:55:42,Monday,Winter,Police,Female,36,Other,30,knife,car,2,Relative,IPC 392 (Robbery),Robbery,1.2,0.0,0.0,1.2045089900493622
A gang of masked robbers looted a store at a bus stop.,Jhalawar,Station C,bus stop,2025-05-29,10:15:16,Thursday,Monsoon,Eyewitness,Male,56,Other,20,bare hands,bike,3,Friend,IPC 392 (Robbery),Robbery,1.05,0.0,0.0,1.0456640124320984
The accused forcefully snatched the victim's belongings and fled on a bike.,Beawar,Station A,bus stop,2025-03-06,02:25:20,Thursday,Monsoon,Police,Female,30,Male,24,gun,bike,4,Friend,IPC 392 (Robbery),Robbery,0.77,0.0,0.0,0.7719154357910156
Jewelry and cash were stolen from a bus stop during daytime.,Didwana-Kuchaman,Station B,bus stop,2025-04-26,05:04:37,Saturday,Summer,Eyewitness,Other,38,Other,57,gun,car,3,Neighbor,IPC 379 (Theft),Theft,1.84,0.8,0.0,1.0364919304847717
The accused forcibly entered the victim’s home and committed the crime.,Nagaur,Station A,bus stop,2024-07-31,00:14:59,Wednesday,Summer,Victim,Female,41,Female,20,bare hands,auto,2,Stranger,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
"A violent brawl broke out at a residential area, leading to serious injuries.",Balotra,Station A,residential area,2024-10-20,02:12:41,Sunday,Spring,Eyewitness,Other,75,Female,64,knife,scooter,2,Stranger,IPC 323 (Assault),Assault,1.02,0.0,0.0,1.0218038856983185
A rape case was registered involving a Acquaintance in an isolated residential area.,Jaipur,Station A,residential area,2025-03-21,10:24:49,Friday,Monsoon,Police,Other,19,Other,47,bare hands,car,3,Acquaintance,IPC 376 (Rape),Rape,2.25,0.8,0.0,1.4542447328567505
"A violent brawl broke out at a market, leading to serious injuries.",Beawar,Station B,market,2025-03-26,20:01:35,Wednesday,Monsoon,Victim,Other,49,Female,45,bare hands,car,2,Relative,IPC 323 (Assault),Assault,0.79,0.0,0.0,0.79172283411026
The accused used a stick to fatally wound the victim at their residence.,Dausa,Station C,market,2025-02-05,17:30:57,Wednesday,Summer,Police,Other,68,Other,41,stick,bike,5,Friend,IPC 302 (Murder),Murder,1.08,0.0,0.0,1.080114483833313
The victim was attacked from behind with a stick at a bus stop.,Jaipur,Station A,bus stop,2025-02-11,08:42:20,Tuesday,Summer,Relative,Female,10,Male,32,stick,auto,1,Neighbor,IPC 323 (Assault),Assault,0.78,0.0,0.0,0.7840245366096497
The victim reported being sexually assaulted by a Stranger in a highway.,Bharatpur,Station A,highway,2024-06-11,21:35:46,Tuesday,Summer,Police,Other,10,Other,18,bare hands,scooter,4,Stranger,IPC 376 (Rape),Rape,0.74,0.0,0.0,0.7363191694021225
The accused forcefully snatched the victim's belongings and fled on a scooter.,Khairthal-Tijara,Station B,residential area,2025-05-04,00:03:25,Sunday,Monsoon,Victim,Female,31,Other,20,bare hands,scooter,4,Neighbor,IPC 392 (Robbery),Robbery,0.74,0.0,0.0,0.7399566471576691
"A heated argument turned violent at the school, injuring one person.",Jhalawar,Station C,school,2024-09-06,00:10:11,Friday,Monsoon,Victim,Female,43,Other,17,gun,car,5,Stranger,IPC 323 (Assault),Assault,0.69,0.0,0.0,0.6881597936153412
A gang of masked robbers looted a store at a bus stop.,Jalore,Station B,bus stop,2024-07-05,08:18:34,Friday,Summer,Eyewitness,Male,80,Other,15,bare hands,scooter,2,Relative,IPC 392 (Robbery),Robbery,1.05,0.0,0.0,1.0456640124320984
The victim was attacked from behind with a knife at a park.,Didwana-Kuchaman,Station C,park,2025-01-13,08:55:02,Monday,Spring,Victim,Other,11,Male,40,knife,car,4,Acquaintance,IPC 323 (Assault),Assault,0.84,0.0,0.0,0.8399991095066071
The accused used a stick to fatally wound the victim at their residence.,Pratapgarh,Station B,park,2024-10-03,04:24:12,Thursday,Spring,Police,Male,51,Female,37,stick,car,3,Stranger,IPC 302 (Murder),Murder,1.08,0.0,0.0,1.080114483833313
The victim was attacked from behind with a gun at a park.,Chittorgarh,Station A,park,2024-12-22,02:42:54,Sunday,Winter,Victim,Other,29,Female,33,gun,auto,1,Relative,IPC 323 (Assault),Assault,0.88,0.0,0.0,0.8772813677787781
A theft was reported where items were stolen from a park.,Bundi,Station A,park,2024-10-24,03:55:10,Thursday,Monsoon,Police,Female,37,Male,45,gun,scooter,1,Friend,IPC 379 (Theft),Theft,1.37,0.0,0.0,1.3701566755771637
An incident of rape was reported where the accused lured the victim to a highway.,Bundi,Station A,highway,2024-09-25,12:10:33,Wednesday,Winter,Eyewitness,Male,41,Other,41,bare hands,car,3,Relative,IPC 376 (Rape),Rape,1.04,0.0,0.0,1.0392445921897888
